fecha;pais;ingresos;costos;porcentaje_mujeres;exportaciones;importaciones;endeudamiento;morosidad;reservas;spread;tasa_interes;Tamanio
01-01-2015;colombia;17,69725;2,9017;0,44486;2,271;1,4699;0,07578;0,02;0,6;0,03;0,08;mediana
01-02-2015;colombia;19,87569;2,7093;0,38998;2,32539;1,3788;0,10211;0,02;0,9;0,02;0,07;mediana
01-03-2015;colombia;19,16699;2,7297;0,42107;2,2811;1,4521;0,11845;0,02;1,2;0,03;0,08;mediana
01-04-2015;colombia;20,0126;2,7953;0,41093;2,29813;1,4443;0,12698;0,02;1,1;0,03;0,08;mediana
01-05-2015;colombia;19,67655;2,8168;0,42035;2,3184;1,4155;0,11847;0,02;1,7;0,03;0,08;mediana
01-06-2015;colombia;9,84571;2,7504;0,41918;2,34077;1,374;0,11354;0,02;1,9;0,03;0,08;mediana
01-07-2015;colombia;9,61699;3,0578;0,43574;2,30151;1,5031;0,10206;0,02;1,9;0,03;0,08;mediana
01-08-2015;colombia;9,33463;2,9818;0,44888;2,23985;1,5477;0,09699;0,02;2,4;0,03;0,08;mediana
01-09-2015;colombia;9,43625;3,0361;0,44016;2,29649;1,5017;0,09882;0,02;2;0,03;0,08;mediana
01-10-2015;colombia;9,45247;2,8946;0,41561;2,32998;1,4148;0,10149;0,02;2,8;0,03;0,08;mediana
01-11-2015;colombia;9,25828;2,7482;0,43015;2,30433;1,4193;0,09479;0,02;3,2;0,04;0,09;mediana
01-12-2015;colombia;9,18071;2,7585;0,4304;2,32916;1,3969;0,09235;0,02;2,5;0,03;0,09;mediana
01-01-2016;colombia;9,03206;2,6619;0,44609;2,29301;1,4406;0,05649;0,02;0,5;0,04;0,1;mediana
01-02-2016;colombia;8,80608;2,9469;0,45532;2,26144;1,5216;0,08303;0,02;0,7;0,05;0,11;mediana
01-03-2016;colombia;9,87674;2,6474;0,44202;2,33094;1,3958;0,10313;0,02;0,8;0,05;0,11;mediana
01-04-2016;colombia;10,07324;2,7989;0,45924;2,29478;1,4734;0,09997;0,02;1,2;0,05;0,11;mediana
01-05-2016;colombia;9,93051;2,9778;0,44672;2,29914;1,4886;0,09711;0,02;1,6;0,04;0,11;mediana
01-06-2016;colombia;9,3525;2,6472;0,42973;2,33568;1,3856;0,11798;0,02;1,4;0,05;0,12;mediana
01-07-2016;colombia;9,2405;2,8879;0,4577;2,3103;1,4649;0,1098;0,02;2,1;0,05;0,12;mediana
01-08-2016;colombia;9,26251;2,9923;0,45989;2,29409;1,5056;0,10782;0,02;1,8;0,04;0,12;mediana
01-09-2016;colombia;9,74977;2,89;0,4641;2,32122;1,4662;0,10704;0,02;2,3;0,04;0,12;mediana
01-10-2016;colombia;9,81017;2,8798;0,4572;2,29732;1,4855;0,11837;0,03;2,8;0,04;0,12;mediana
01-11-2016;colombia;9,52877;2,9369;0,46548;2,30334;1,4942;0,11161;0,03;2,3;0,04;0,12;mediana
01-12-2016;colombia;9,60725;2,8111;0,43063;2,32218;1,4271;0,10957;0,02;2,7;0,04;0,12;mediana
01-01-2017;colombia;9,55997;3,2693;0,48914;2,23834;1,6615;0,08522;0,03;0,6;0,03;0,11;mediana
01-02-2017;colombia;9,53303;3,0855;0,46055;2,27889;1,5476;0,08847;0,03;0,8;0,04;0,11;mediana
01-03-2017;colombia;10,5301;3,1484;0,48168;2,27407;1,5867;0,10515;0,03;0,9;0,04;0,11;mediana
01-04-2017;colombia;10,4976;3,1963;0,48784;2,24499;1,6226;0,10136;0,03;1,4;0,04;0,11;mediana
01-05-2017;colombia;10,45939;2,9056;0,48338;2,26742;1,5449;0,09708;0,04;1,2;0,04;0,1;mediana
01-06-2017;colombia;10,33555;3,0034;0,46385;2,27663;1,5328;0,08995;0,04;1,7;0,04;0,1;mediana
01-07-2017;colombia;10,40476;3,3073;0,49623;2,23609;1,6665;0,09115;0,04;2,1;0,03;0,09;mediana
01-08-2017;colombia;10,44289;3,0553;0,45613;2,30481;1,519;0,08854;0,04;1,8;0,03;0,09;mediana
01-09-2017;colombia;10,31183;3,2309;0,47866;2,25672;1,6211;0,08659;0,04;2,5;0,04;0,09;mediana
01-05-2012;colombia;26,6286;2,6533;0,40532;2,24239;1,4321;0,61369;0,04499;1,7818;0,30808;0,36075;micro
01-06-2012;colombia;25,9401;2,5323;0,39491;2,24034;1,4088;0,60937;0,04569;2,3864;0,303;0,35601;micro
01-07-2012;colombia;27,2383;2,6412;0,42059;2,21579;1,4709;0,60889;0,04667;2,8498;0,30333;0,35684;micro
01-08-2012;colombia;28,10925;2,469;0,42149;2,27031;1,3736;0,60974;0,04729;2,7638;0,30274;0,35399;micro
01-09-2012;colombia;28,82145;2,8929;0,42608;2,20878;1,5104;0,60737;0,04909;3,3718;0,29934;0,34716;micro
01-10-2012;colombia;28,91203;2,7714;0,41173;2,2514;1,4343;0,60664;0,04869;3,4217;0,28992;0,33766;micro
01-11-2012;colombia;28,55547;2,7258;0,39552;2,25676;1,4299;0,60474;0,05101;4,1696;0,27966;0,32652;micro
01-12-2012;colombia;27,88286;2,8968;0,41172;2,21978;1,5154;0,60572;0,05024;4,2166;0,27149;0,3164;micro
01-01-2013;colombia;29,85028;2,9184;0,43048;2,23711;1,4981;0,6113;0,05234;0,6363;0,29836;0,34031;micro
01-02-2013;colombia;30,21116;2,7907;0,40433;2,23986;1,4644;0,61528;0,05499;1,1632;0,29844;0,33807;micro
01-03-2013;colombia;30,05647;2,9145;0,41811;2,24601;1,4657;0,61508;0,05887;1,756;0,29074;0,32763;micro
01-04-2013;colombia;29,88618;3,0533;0,43939;2,17142;1,6104;0,61792;0,05766;2,1303;0,30258;0,3341;micro
01-05-2013;colombia;29,61775;2,8931;0,41201;2,24318;1,4806;0,62164;0,05725;1,9408;0,30494;0,33689;micro
01-06-2013;colombia;16,49069;3,0747;0,44519;2,21544;1,5536;0,6254;0,05875;2,7168;0,3128;0,34446;micro
01-07-2013;colombia;16,83059;2,9987;0,4414;2,2331;1,5191;0,6285;0,0594;2,8271;0,3107;0,34277;micro
01-08-2013;colombia;15,36976;2,9385;0,42722;2,21405;1,5429;0,62918;0,0611;3,8917;0,3138;0,34648;micro
01-09-2013;colombia;15,6053;2,7576;0,42457;2,25098;1,4651;0,6327;0,06134;4,1703;0,30872;0,3415;micro
01-10-2013;colombia;14,41912;2,6574;0,40761;2,29182;1,3753;0,63522;0,06035;3,6497;0,31081;0,34358;micro
01-11-2013;colombia;14,49495;2,6598;0,40142;2,29608;1,3781;0,6392;0,06139;5,0327;0,31194;0,34453;micro
01-12-2013;colombia;14,50207;2,7937;0,42516;2,27552;1,433;0,64114;0,06216;4,2098;0,31606;0,34844;micro
01-01-2014;colombia;9,20692;2,735;0,41785;2,2874;1,4093;0,65596;0,0667;0,6347;0,32145;0,35385;micro
01-02-2014;colombia;9,37223;2,5912;0,392;2,30215;1,3535;0,65723;0,06849;1,071;0,31684;0,34937;micro
01-03-2014;colombia;10,89461;2,7705;0,41753;2,2405;1,4827;0,65164;0,0688;1,5433;0,31559;0,34719;micro
01-04-2014;colombia;10,73491;2,683;0,40221;2,28627;1,3945;0,6519;0,06904;1,5667;0,31275;0,34527;micro
01-05-2014;colombia;10,62905;2,8298;0,43436;2,25097;1,4664;0,65334;0,06899;2,1718;0,30911;0,34375;micro
01-06-2014;colombia;10,13414;2,631;0,4078;2,26898;1,4145;0,65096;0,0718;2,5693;0,30687;0,34484;micro
01-07-2014;colombia;10,09087;2,7097;0,42158;2,29054;1,408;0,65171;0,07092;2,7374;0,30751;0,34677;micro
01-08-2014;colombia;10,00133;2,8197;0,41672;2,27778;1,4388;0,64973;0,07187;3,8315;0,30347;0,34472;micro
01-09-2014;colombia;9,9838;2,6747;0,40691;2,29595;1,3812;0,65215;0,07145;4,0731;0,30163;0,34582;micro
01-10-2014;colombia;9,72723;2,5622;0,4071;2,31212;1,3371;0,65055;0,073;3,3071;0,29942;0,34441;micro
01-11-2014;colombia;18,23247;3,1699;0,46742;2,20181;1,6211;0,65027;0,07499;4,4307;0,29887;0,34391;micro
01-12-2014;colombia;17,89902;3,0324;0,44827;2,21968;1,5598;0,64325;0,07393;3,6654;0,29961;0,3447;micro
01-01-2015;colombia;17,69725;2,9017;0,44486;2,271;1,4699;0,07578;0,07552;0,6251;0,30588;0,35115;micro
01-02-2015;colombia;19,87569;2,7093;0,38998;2,32539;1,3788;0,10211;0,06453;0,8721;0,31486;0,36003;micro
01-03-2015;colombia;19,16699;2,7297;0,42107;2,2811;1,4521;0,11845;0,06697;1,2214;0,31703;0,36204;micro
01-04-2015;colombia;20,0126;2,7953;0,41093;2,29813;1,4443;0,12698;0,06438;1,1133;0,3144;0,35959;micro
01-05-2015;colombia;19,67655;2,8168;0,42035;2,3184;1,4155;0,11847;0,06203;1,6877;0,31374;0,35891;micro
01-06-2015;colombia;9,84571;2,7504;0,41918;2,34077;1,374;0,11354;0,06396;1,9089;0,31398;0,35918;micro
01-07-2015;colombia;9,61699;3,0578;0,43574;2,30151;1,5031;0,10206;0,06408;1,9319;0,31502;0,36037;micro
01-08-2015;colombia;9,33463;2,9818;0,44888;2,23985;1,5477;0,09699;0,06406;2,3564;0,3157;0,36093;micro
01-09-2015;colombia;9,43625;3,0361;0,44016;2,29649;1,5017;0,09882;0,06392;1,9508;0,31357;0,35921;micro
01-10-2015;colombia;9,45247;2,8946;0,41561;2,32998;1,4148;0,10149;0,06449;2,8337;0,31222;0,36072;micro
01-11-2015;colombia;9,25828;2,7482;0,43015;2,30433;1,4193;0,09479;0,06629;3,1548;0,3128;0,36436;micro
01-12-2015;colombia;9,18071;2,7585;0,4304;2,32916;1,3969;0,09235;0,06517;2,4665;0,30775;0,3636;micro
01-01-2016;colombia;9,03206;2,6619;0,44609;2,29301;1,4406;0,05649;0,06779;0,4603;0,31416;0,37198;micro
01-02-2016;colombia;8,80608;2,9469;0,45532;2,26144;1,5216;0,08303;0,06824;0,6833;0,31004;0,37084;micro
01-03-2016;colombia;9,87674;2,6474;0,44202;2,33094;1,3958;0,10313;0,07014;0,8247;0,30865;0,37191;micro
01-04-2016;colombia;10,07324;2,7989;0,45924;2,29478;1,4734;0,09997;0,06975;1,2095;0,30947;0,37446;micro
01-05-2016;colombia;9,93051;2,9778;0,44672;2,29914;1,4886;0,09711;0,07121;1,5615;0,30284;0,37308;micro
01-06-2016;colombia;9,3525;2,6472;0,42973;2,33568;1,3856;0,11798;0,07163;1,3517;0,29739;0,37073;micro
01-07-2016;colombia;9,2405;2,8879;0,4577;2,3103;1,4649;0,1098;0,07231;2,1268;0,29693;0,37158;micro
01-08-2016;colombia;9,26251;2,9923;0,45989;2,29409;1,5056;0,10782;0,07173;1,8151;0,29516;0,37286;micro
01-09-2016;colombia;9,74977;2,89;0,4641;2,32122;1,4662;0,10704;0,07001;2,2957;0,29833;0,37594;micro
01-10-2016;colombia;9,81017;2,8798;0,4572;2,29732;1,4855;0,11837;0,07208;2,765;0,2985;0,37606;micro
01-11-2016;colombia;9,52877;2,9369;0,46548;2,30334;1,4942;0,11161;0,07401;2,2709;0,30234;0,37984;micro
01-12-2016;colombia;9,60725;2,8111;0,43063;2,32218;1,4271;0,10957;0,07285;2,6637;0,30259;0,37909;micro
01-01-2017;colombia;9,55997;3,2693;0,48914;2,23834;1,6615;0,08522;0,07568;0,5729;0,30481;0,37986;micro
01-02-2017;colombia;9,53303;3,0855;0,46055;2,27889;1,5476;0,08847;0,0769;0,7973;0,30524;0,37999;micro
01-03-2017;colombia;10,5301;3,1484;0,48168;2,27407;1,5867;0,10515;0,07613;0,9463;0,29916;0,37109;micro
01-04-2017;colombia;10,4976;3,1963;0,48784;2,24499;1,6226;0,10136;0,07915;1,4102;0,30091;0,37085;micro
01-05-2017;colombia;10,45939;2,9056;0,48338;2,26742;1,5449;0,09708;0,07933;1,2392;0,30542;0,37027;micro
01-06-2017;colombia;10,33555;3,0034;0,46385;2,27663;1,5328;0,08995;0,07811;1,709;0,30565;0,3682;micro
01-07-2017;colombia;10,40476;3,3073;0,49623;2,23609;1,6665;0,09115;0,0778;2,1368;0,31447;0,37175;micro
01-08-2017;colombia;10,44289;3,0553;0,45613;2,30481;1,519;0,08854;0,07785;1,8208;0,31299;0,3683;micro
01-09-2017;colombia;10,31183;3,2309;0,47866;2,25672;1,6211;0,08659;0,07721;2,522;0,31476;0,36736;micro
01-05-2012;peru;14,0194;3,304;0,5554;1,9725;1,964;0,7193;0,0536;1,351;0,1354;0,1551;pequeña
01-06-2012;peru;14,2526;3,323;0,5562;1,9722;1,968;0,7209;0,0529;0,88;0,1349;0,1556;pequeña
01-07-2012;peru;13,5501;3,297;0,553;1,9739;1,958;0,7213;0,0545;0,897;0,1322;0,1544;pequeña
01-08-2012;peru;13,4189;3,296;0,5535;1,973;1,959;0,7217;0,0546;7,7;0,1318;0,1554;pequeña
01-09-2012;peru;13,2457;3,332;0,5579;1,9693;1,976;0,7213;0,0524;2,919;0,1294;0,1533;pequeña
01-10-2012;peru;13,0283;3,307;0,5559;1,9733;1,964;0,7225;0,0542;1,578;0,1287;0,1531;pequeña
01-11-2012;peru;13,1874;3,333;0,5576;1,9726;1,972;0,7207;0,0535;2,116;0,133;0,1541;pequeña
01-12-2012;peru;13,7068;3,338;0,5561;1,9769;1,967;0,7225;0,0534;1,461;0,1337;0,1515;pequeña
01-01-2013;peru;13,7429;3,346;0,5549;1,9822;1,965;0,8554;0,0555;1,531;0,1337;0,149;pequeña
01-02-2013;peru;13,6399;3,352;0,5536;1,9792;1,968;0,8526;0,0577;1,618;0,1349;0,1479;pequeña
01-03-2013;peru;14,1216;3,315;0,5525;1,9832;1,955;0,8511;0,0621;1,276;0,1379;0,1471;pequeña
01-04-2013;peru;14,2172;3,288;0,5522;1,9812;1,953;0,8544;0,0639;1,351;0,1381;0,1486;pequeña
01-05-2013;peru;14,0808;3,296;0,5525;1,9815;1,954;0,8577;0,0659;1,61;0,1385;0,1498;pequeña
01-06-2013;peru;14,1776;3,305;0,5535;1,9764;1,962;0,8594;0,0671;1,743;0,1405;0,1514;pequeña
01-07-2013;peru;13,8412;3,334;0,5537;1,9729;1,971;0,8615;0,0693;1,698;0,1404;0,1513;pequeña
01-08-2013;peru;13,6486;3,322;0,5531;1,9697;1,972;0,863;0,071;1,304;0,1403;0,1516;pequeña
01-09-2013;peru;13,4438;3,319;0,5522;1,9707;1,969;0,8646;0,0716;1,292;0,1406;0,1515;pequeña
01-10-2013;peru;13,1822;3,349;0,5547;1,9649;1,984;0,8524;0,0739;1,189;0,1411;0,1519;pequeña
01-11-2013;peru;13,1612;3,297;0,5543;1,9636;1,977;0,8536;0,075;1,551;0,1413;0,1524;pequeña
01-12-2013;peru;13,1688;3,255;0,5513;1,969;1,961;0,8548;0,0734;1,298;0,1413;0,1525;pequeña
01-01-2014;peru;13,3664;3,286;0,5526;1,9629;1,975;0,8733;0,0806;1,463;0,1441;0,1552;pequeña
01-02-2014;peru;13,3011;3,3;0,5544;1,9619;1,98;0,8725;0,0821;1,339;0,1422;0,1548;pequeña
01-03-2014;peru;13,8427;3,241;0,5499;1,9651;1,962;0,8726;0,0832;2,33;0,1404;0,1549;pequeña
01-04-2014;peru;13,9283;3,266;0,5502;1,9629;1,97;0,8729;0,0848;1,295;0,1388;0,1542;pequeña
01-05-2014;peru;13,863;3,254;0,5497;1,9662;1,964;0,8726;0,0869;1,539;0,1355;0,1528;pequeña
01-06-2014;peru;13,7205;3,279;0,5522;1,9615;1,975;0,872;0,0868;1,361;0,1319;0,1507;pequeña
01-07-2014;peru;13,4352;3,28;0,5515;1,9611;1,976;0,8715;0,0889;1,295;0,1278;0,1497;pequeña
01-08-2014;peru;13,4079;3,292;0,5512;1,9583;1,981;0,8715;0,0894;1,432;0,126;0,1491;pequeña
01-09-2014;peru;14,0737;3,284;0,5491;1,9627;1,972;0,8718;0,0864;1,448;0,1229;0,1483;pequeña
01-10-2014;peru;14,0636;3,322;0,5523;1,9623;1,982;0,8726;0,0875;1,329;0,1212;0,1472;pequeña
01-11-2014;peru;13,9195;3,312;0,5515;1,9653;1,977;0,8725;0,0885;1,399;0,1186;0,1466;pequeña
01-12-2014;peru;13,6471;3,34;0,552;1,963;1,986;0,8736;0,0884;1,282;0,117;0,1474;pequeña
01-01-2015;peru;13,5036;3,355;0,5496;1,9585;1,991;0,8918;0,0954;1,604;0,1152;0,1477;pequeña
01-02-2015;peru;13,5502;3,344;0,5513;1,9593;1,989;0,888;0,0957;1,522;0,1154;0,1464;pequeña
01-03-2015;peru;13,9822;3,301;0,5428;1,9862;1,936;0,8889;0,0928;1,259;0,113;0,1459;pequeña
01-04-2015;peru;13,9286;3,31;0,5426;1,982;1,943;0,8891;0,0966;1,369;0,1112;0,1464;pequeña
01-05-2015;peru;13,873;3,299;0,5426;1,9662;1,959;0,8878;0,0991;1,571;0,1122;0,1481;pequeña
01-06-2015;peru;13,7778;3,252;0,5402;1,9712;1,942;0,8875;0,0986;1,394;0,1055;0,1459;pequeña
01-07-2015;peru;14,0092;3,248;0,5387;1,9743;1,937;0,8873;0,1007;1,435;0,1041;0,146;pequeña
01-08-2015;peru;13,7981;3,324;0,542;1,967;1,962;0,8883;0,1001;1,502;0,1057;0,1471;pequeña
01-09-2015;peru;13,7091;3,311;0,5399;1,966;1,959;0,8886;0,0941;1,467;0,1048;0,146;pequeña
01-10-2015;peru;13,7973;3,29;0,5379;1,9698;1,948;0,8878;0,0943;1,439;0,1013;0,1438;pequeña
01-11-2015;peru;13,6061;3,288;0,5378;1,9704;1,947;0,7107;0,0885;1,554;0,0999;0,1445;pequeña
01-12-2015;peru;13,6962;3,272;0,5386;1,9735;1,941;0,7045;0,0858;1,234;0,093;0,1414;pequeña
01-01-2016;peru;13,5753;3,305;0,5376;1,9703;1,951;0,6579;0,0903;1,479;0,0916;0,1396;pequeña
01-02-2016;peru;13,5396;3,292;0,5401;1,9657;1,955;0,6896;0,0894;1,667;0,0849;0,1371;pequeña
01-03-2016;peru;14,2483;3,325;0,5428;1,9677;1,961;0,6891;0,0923;1,498;0,0865;0,1388;pequeña
01-04-2016;peru;14,2621;3,306;0,5402;1,9715;1,951;0,6987;0,0931;1,886;0,0807;0,1331;pequeña
01-05-2016;peru;14,4629;3,292;0,5388;1,9773;1,941;0,7288;0,0944;1,231;0,0764;0,1292;pequeña
01-06-2016;peru;14,4987;3,274;0,5362;1,9812;1,93;0,7166;0,0949;1,262;0,0751;0,1285;pequeña
01-07-2016;peru;14,8463;3,246;0,5344;1,9819;1,924;0,7241;0,0982;1,237;0,0686;0,1223;pequeña
01-08-2016;peru;14,9946;3,239;0,5326;1,981;1,921;0,7327;0,0966;1,124;0,0644;0,1192;pequeña
01-09-2016;peru;14,9286;3,263;0,5335;1,9764;1,932;0,7352;0,0947;1,345;0,0593;0,1146;pequeña
01-10-2016;peru;14,9322;3,24;0,5326;1,9785;1,924;0,738;0,0939;1,224;0,0584;0,1135;pequeña
01-11-2016;peru;14,8967;3,263;0,5337;1,9765;1,932;0,7396;0,093;0,999;0,0577;0,1132;pequeña
01-12-2016;peru;14,7595;3,251;0,5375;1,9722;1,938;0,7388;0,0896;1,074;0,0501;0,1117;pequeña
01-01-2017;peru;14,8923;3,258;0,5345;1,9745;1,933;0,7186;0,0904;1,085;0,0544;0,1111;pequeña
01-02-2017;peru;14,9045;3,277;0,5323;1,9746;1,935;0,7231;0,0923;1,024;0,0497;0,1102;pequeña
01-03-2017;peru;15,5129;3,202;0,5234;1,9832;1,906;0,7272;0,0941;1,061;0,0552;0,1122;pequeña
01-04-2017;peru;15,5842;3,234;0,5214;1,985;1,909;0,7327;0,0945;1,221;0,062;0,116;pequeña
01-05-2017;peru;15,5477;3,221;0,5212;1,9866;1,904;0,7373;0,0931;1,051;0,0569;0,1175;pequeña
01-06-2017;peru;15,4292;3,188;0,5207;1,9895;1,893;0,7348;0,0917;1,108;0,0619;0,1148;pequeña
01-07-2017;peru;15,6175;3,223;0,519;1,9841;1,907;0,7374;0,0932;1,147;0,0516;0,1108;pequeña
01-08-2017;peru;15,6363;3,187;0,5178;1,9883;1,895;0,7387;0,0928;0,985;0,055;0,1119;pequeña
01-09-2017;peru;15,4747;3,165;0,5244;1,9838;1,899;0,736;0,0917;7,36;0,0411;0,1067;pequeña
