fecha;pais;ingresos;costos;porcentaje_mujeres;exportaciones;importaciones;endeudamiento;morosidad;reservas;spread;tasa_interes;Tamanio
01-05-2012;peru;14,0194;3,3039;0,55537;1,97253;1,9637;0,71935;0,0051;0,1351;0,04791;0,06761;grande
01-06-2012;peru;14,25261;3,3227;0,55622;1,97222;1,9684;0,72088;0,0049;0,08803;0,04704;0,06774;grande
01-07-2012;peru;13,55008;3,2974;0,55297;1,97393;1,9583;0,7213;0,004;0,08965;0,04555;0,06775;grande
01-08-2012;peru;13,41888;3,2957;0,55347;1,97302;1,9594;0,72168;0,0057;7,74708;0,04381;0,06741;grande
01-09-2012;peru;13,24569;3,3319;0,55791;1,96928;1,9755;0,7213;0,0043;0,29192;0,04336;0,06726;grande
01-10-2012;peru;13,02833;3,3073;0,55586;1,97334;1,9639;0,7225;0,0045;0,15775;0,04308;0,06748;grande
01-11-2012;peru;13,18744;3,333;0,55755;1,97257;1,9719;0,72073;0,0042;0,21162;0,04615;0,06725;grande
01-12-2012;peru;13,70679;3,3384;0,55605;1,97687;1,9673;0,72251;0,0039;0,14613;0,04904;0,06684;grande
01-01-2013;peru;13,7429;3,3458;0,55491;1,98222;1,9653;0,85544;0,0039;0,15312;0,05048;0,06578;grande
01-02-2013;peru;13,63995;3,3518;0,55362;1,97921;1,9681;0,85264;0,0041;0,16176;0,05204;0,06504;grande
01-03-2013;peru;14,12164;3,315;0,55248;1,98323;1,955;0,85109;0,0044;0,12763;0,05572;0,06492;grande
01-04-2013;peru;14,21724;3,2881;0,55218;1,98118;1,9527;0,85439;0,0047;0,13512;0,05532;0,06582;grande
01-05-2013;peru;14,08077;3,2964;0,55248;1,9815;1,9535;0,85773;0,0039;0,16099;0,05491;0,06621;grande
01-06-2013;peru;14,17758;3,3052;0,55348;1,97643;1,9625;0,85937;0,0037;0,17425;0,05561;0,06651;grande
01-07-2013;peru;13,84117;3,3342;0,55371;1,97287;1,9712;0,86148;0,0046;0,16981;0,05564;0,06654;grande
01-08-2013;peru;13,64864;3,3218;0,55307;1,9697;1,972;0,86299;0,0044;0,13041;0,05528;0,06658;grande
01-09-2013;peru;13,44384;3,3186;0,55217;1,97069;1,9691;0,86456;0,0039;0,12925;0,05572;0,06662;grande
01-10-2013;peru;13,18218;3,3493;0,55474;1,9649;1,9842;0,85245;0,0035;0,11886;0,0559;0,0667;grande
01-11-2013;peru;13,1612;3,2967;0,55426;1,9636;1,9767;0,85364;0,0041;0,15511;0,05577;0,06687;grande
01-12-2013;peru;13,16878;3,2548;0,55127;1,96902;1,961;0,85481;0,0038;0,12977;0,05603;0,06723;grande
01-01-2014;peru;13,36635;3,2863;0,55261;1,9629;1,9746;0,87328;0,0049;0,14627;0,05544;0,06654;grande
01-02-2014;peru;13,3011;3,2997;0,55436;1,96194;1,9799;0,87252;0,0053;0,13385;0,05404;0,06664;grande
01-03-2014;peru;13,84268;3,2413;0,54989;1,96513;1,9623;0,8726;0,0054;0,23295;0,05246;0,06696;grande
01-04-2014;peru;13,92831;3,2661;0,55018;1,96285;1,9695;0,87289;0,0056;0,12947;0,05085;0,06625;grande
01-05-2014;peru;13,86296;3,2543;0,54966;1,96615;1,9635;0,87255;0,0056;0,15393;0,04909;0,06639;grande
01-06-2014;peru;13,72051;3,2791;0,55224;1,96149;1,9754;0,87197;0,0043;0,13609;0,04714;0,06594;grande
01-07-2014;peru;13,43517;3,2803;0,55149;1,96106;1,9756;0,87153;0,0055;0,12947;0,0434;0,0653;grande
01-08-2014;peru;13,40789;3,2921;0,55122;1,95827;1,9807;0,87151;0,0065;0,14317;0,0417;0,0648;grande
01-09-2014;peru;14,07369;3,2839;0,5491;1,96271;1,972;0,87183;0,0071;0,14483;0,03869;0,06409;grande
01-10-2014;peru;14,06363;3,3221;0,55225;1,96233;1,9822;0,87256;0,0072;0,1329;0,03718;0,06318;grande
01-11-2014;peru;13,91949;3,3117;0,55149;1,96529;1,9767;0,87251;0,0075;0,13987;0,03632;0,06432;grande
01-12-2014;peru;13,64707;3,3398;0,55198;1,96298;1,986;0,87363;0,0066;0,12818;0,03381;0,06421;grande
01-01-2015;peru;13,5036;3,3546;0,54962;1,95853;1,9914;0,89182;0,0075;0,16044;0,03145;0,06395;grande
01-02-2015;peru;13,55017;3,3436;0,55131;1,95933;1,9889;0,88799;0,0077;0,15225;0,03231;0,06331;grande
01-03-2015;peru;13,98218;3,3014;0,54284;1,98617;1,9361;0,88893;0,0079;0,12595;0,03031;0,06321;grande
01-04-2015;peru;13,92862;3,3098;0,54256;1,98197;1,9427;0,88906;0,0087;0,13694;0,02898;0,06418;grande
01-05-2015;peru;13,87295;3,2985;0,54265;1,96616;1,9593;0,88784;0,0085;0,15707;0,02846;0,06436;grande
01-06-2015;peru;13,7778;3,252;0,54021;1,97123;1,9423;0,88753;0,0086;0,13939;0,02356;0,06396;grande
01-07-2015;peru;14,00917;3,2475;0,53868;1,97427;1,9368;0,8873;0,009;0,14346;0,02264;0,06454;grande
01-08-2015;peru;13,79808;3,3239;0,54202;1,96704;1,9623;0,88829;0,0106;0,15024;0,02288;0,06428;grande
01-09-2015;peru;13,70911;3,3112;0,53987;1,96596;1,9592;0,88855;0,0106;0,14669;0,02262;0,06382;grande
01-10-2015;peru;13,79733;3,2905;0,53788;1,96981;1,9479;0,88781;0,0106;0,14387;0,02101;0,06351;grande
01-11-2015;peru;13,60608;3,2881;0,53781;1,97045;1,9468;0,7107;0,0103;0,15537;0,01863;0,06323;grande
01-12-2015;peru;13,69617;3,2725;0,53857;1,97351;1,9415;0,7045;0,0098;0,12339;0,01482;0,06322;grande
01-01-2016;peru;13,57534;3,3053;0,53762;1,97027;1,9509;0,65794;0,0107;0,14786;0,01557;0,06357;grande
01-02-2016;peru;13,5396;3,2915;0,54005;1,96573;1,9547;0,68957;0,0123;0,16669;0,01074;0,06294;grande
01-03-2016;peru;14,24835;3,3254;0,5428;1,96766;1,9611;0,68913;0,0106;0,14978;0,01057;0,06287;grande
01-04-2016;peru;14,26209;3,3061;0,54018;1,97145;1,9514;0,69865;0,0112;0,1886;0,01045;0,06285;grande
01-05-2016;peru;14,46289;3,2916;0,53885;1,97725;1,9406;0,72877;0,0107;0,12312;0,00985;0,06265;grande
01-06-2016;peru;14,49874;3,2736;0,53619;1,98119;1,9302;0,71659;0,0107;0,12616;0,0089;0,0623;grande
01-07-2016;peru;14,84631;3,2463;0,53444;1,98195;1,924;0,72409;0,0096;0,12369;0,00789;0,06159;grande
01-08-2016;peru;14,99465;3,2394;0,53261;1,98103;1,9213;0,73272;0,0098;0,11243;0,00681;0,06161;grande
01-09-2016;peru;14,92858;3,2626;0,53352;1,97644;1,9321;0,7352;0,0096;0,13454;0,00588;0,06118;grande
01-10-2016;peru;14,93217;3,2403;0,5326;1,97847;1,9244;0,73795;0,0126;0,1224;0,00524;0,06034;grande
01-11-2016;peru;14,8967;3,2634;0,5337;1,97654;1,9324;0,73963;0,0126;0,0999;0,00464;0,06014;grande
01-12-2016;peru;14,75955;3,2507;0,53752;1,97222;1,9381;0,73876;0,0092;0,1074;-0,00192;0,05968;grande
01-01-2017;peru;14,89228;3,258;0,53448;1,97451;1,9335;0,71857;0,0109;0,10853;0,00276;0,05946;grande
01-02-2017;peru;14,90454;3,2768;0,53235;1,97462;1,9349;0,72307;0,0109;0,10243;-0,0018;0,0587;grande
01-03-2017;peru;15,51286;3,2019;0,52344;1,98325;1,9065;0,72716;0,0109;0,10611;0,0011;0,0581;grande
01-04-2017;peru;15,58421;3,2342;0,52137;1,98497;1,9094;0,7327;0,0121;0,12205;0,00368;0,05768;grande
01-05-2017;peru;15,54769;3,2208;0,52118;1,98663;1,9036;0,73726;0,0129;0,10511;-0,00274;0,05786;grande
01-06-2017;peru;15,42925;3,1881;0,52069;1,98946;1,8933;0,73483;0,0116;0,11079;0,00476;0,05766;grande
01-07-2017;peru;15,61747;3,2232;0,51898;1,98409;1,9066;0,73739;0,013;0,11468;-0,00185;0,05735;grande
01-08-2017;peru;15,63631;3,1874;0,51784;1,98834;1,8947;0,73869;0,011;0,0985;0,0001;0,057;grande
01-09-2017;peru;15,47471;3,1653;0,52436;1,9838;1,8991;0,73603;0,0111;0,09986;-0,00833;0,05727;grande
01-05-2012;peru;14,0194;3,304;0,5554;1,9725;1,964;0,7193;0,0241;1,351;0,13542;0,15512;micro
01-06-2012;peru;14,2526;3,323;0,5562;1,9722;1,968;0,7209;0,0233;0,8803;0,1349;0,1556;micro
01-07-2012;peru;13,5501;3,297;0,553;1,9739;1,958;0,7213;0,0265;0,8965;0,13224;0,15444;micro
01-08-2012;peru;13,4189;3,296;0,5535;1,973;1,959;0,7217;0,0269;3,456;0,13184;0,15544;micro
01-09-2012;peru;13,2457;3,332;0,5579;1,9693;1,976;0,7213;0,0284;2,9192;0,12941;0,15331;micro
01-10-2012;peru;13,0283;3,307;0,5559;1,9733;1,964;0,7225;0,0276;1,5775;0,12871;0,15311;micro
01-11-2012;peru;13,1874;3,333;0,5576;1,9726;1,972;0,7207;0,0266;2,1162;0,13299;0,15409;micro
01-12-2012;peru;13,7068;3,338;0,5561;1,9769;1,967;0,7225;0,0269;1,4613;0,13372;0,15152;micro
01-01-2013;peru;13,7429;3,346;0,5549;1,9822;1,965;0,8554;0,0269;1,5312;0,13369;0,14899;micro
01-02-2013;peru;13,6399;3,352;0,5536;1,9792;1,968;0,8526;0,0276;1,6176;0,13492;0,14792;micro
01-03-2013;peru;14,1216;3,315;0,5525;1,9832;1,955;0,8511;0,0303;1,2763;0,13795;0,14715;micro
01-04-2013;peru;14,2172;3,288;0,5522;1,9812;1,953;0,8544;0,0317;1,3512;0,13807;0,14857;micro
01-05-2013;peru;14,0808;3,296;0,5525;1,9815;1,954;0,8577;0,034;1,6099;0,13849;0,14979;micro
01-06-2013;peru;14,1776;3,305;0,5535;1,9764;1,962;0,8594;0,0353;1,7425;0,14046;0,15136;micro
01-07-2013;peru;13,8412;3,334;0,5537;1,9729;1,971;0,8615;0,0357;1,6981;0,14041;0,15131;micro
01-08-2013;peru;13,6486;3,322;0,5531;1,9697;1,972;0,863;0,0355;1,3041;0,14025;0,15155;micro
01-09-2013;peru;13,4438;3,319;0,5522;1,9707;1,969;0,8646;0,0381;1,2925;0,1406;0,1515;micro
01-10-2013;peru;13,1822;3,349;0,5547;1,9649;1,984;0,8524;0,0381;1,1886;0,14112;0,15192;micro
01-11-2013;peru;13,1612;3,297;0,5543;1,9636;1,977;0,8536;0,0366;1,5511;0,14128;0,15238;micro
01-12-2013;peru;13,1688;3,255;0,5513;1,969;1,961;0,8548;0,0364;1,2977;0,14134;0,15254;micro
01-01-2014;peru;13,3664;3,286;0,5526;1,9629;1,975;0,8733;0,0377;1,4627;0,14408;0,15518;micro
01-02-2014;peru;13,3011;3,3;0,5544;1,9619;1,98;0,8725;0,0401;1,3385;0,1422;0,1548;micro
01-03-2014;peru;13,8427;3,241;0,5499;1,9651;1,962;0,8726;0,0386;2,3295;0,14043;0,15493;micro
01-04-2014;peru;13,9283;3,266;0,5502;1,9629;1,97;0,8729;0,0379;1,2947;0,13876;0,15416;micro
01-05-2014;peru;13,863;3,254;0,5497;1,9662;1,964;0,8726;0,0399;1,5393;0,13551;0,15281;micro
01-06-2014;peru;13,7205;3,279;0,5522;1,9615;1,975;0,872;0,0404;1,3609;0,13188;0,15068;micro
01-07-2014;peru;13,4352;3,28;0,5515;1,9611;1,976;0,8715;0,0403;1,2947;0,1278;0,1497;micro
01-08-2014;peru;13,4079;3,292;0,5512;1,9583;1,981;0,8715;0,0383;1,4317;0,126;0,1491;micro
01-09-2014;peru;14,0737;3,284;0,5491;1,9627;1,972;0,8718;0,0384;1,4483;0,12293;0,14833;micro
01-10-2014;peru;14,0636;3,322;0,5523;1,9623;1,982;0,8726;0,038;1,329;0,12116;0,14716;micro
01-11-2014;peru;13,9195;3,312;0,5515;1,9653;1,977;0,8725;0,0372;1,3987;0,1186;0,1466;micro
01-12-2014;peru;13,6471;3,34;0,552;1,963;1,986;0,8736;0,0393;1,2818;0,11695;0,14735;micro
01-01-2015;peru;13,5036;3,355;0,5496;1,9585;1,991;0,8918;0,0413;1,6044;0,11522;0,14772;micro
01-02-2015;peru;13,5502;3,344;0,5513;1,9593;1,989;0,888;0,0438;1,5225;0,11542;0,14642;micro
01-03-2015;peru;13,9822;3,301;0,5428;1,9862;1,936;0,8889;0,0417;1,2595;0,11303;0,14593;micro
01-04-2015;peru;13,9286;3,31;0,5426;1,982;1,943;0,8891;0,0421;1,3694;0,11117;0,14637;micro
01-05-2015;peru;13,873;3,299;0,5426;1,9662;1,959;0,8878;0,0428;1,5707;0,11216;0,14806;micro
01-06-2015;peru;13,7778;3,252;0,5402;1,9712;1,942;0,8875;0,0418;1,3939;0,10551;0,14591;micro
01-07-2015;peru;14,0092;3,248;0,5387;1,9743;1,937;0,8873;0,0402;1,4346;0,10412;0,14602;micro
01-08-2015;peru;13,7981;3,324;0,542;1,967;1,962;0,8883;0,0393;1,5024;0,10574;0,14714;micro
01-09-2015;peru;13,7091;3,311;0,5399;1,966;1,959;0,8886;0,0322;1,4669;0,1048;0,146;micro
01-10-2015;peru;13,7973;3,29;0,5379;1,9698;1,948;0,8878;0,0323;1,4387;0,10133;0,14383;micro
01-11-2015;peru;13,6061;3,288;0,5378;1,9704;1,947;0,7107;0,0303;1,5537;0,09987;0,14447;micro
01-12-2015;peru;13,6962;3,272;0,5386;1,9735;1,941;0,7045;0,0294;1,2339;0,09298;0,14138;micro
01-01-2016;peru;13,5753;3,305;0,5376;1,9703;1,951;0,6579;0,0303;1,4786;0,09158;0,13958;micro
01-02-2016;peru;13,5396;3,292;0,5401;1,9657;1,955;0,6896;0,0316;1,6669;0,08489;0,13709;micro
01-03-2016;peru;14,2483;3,325;0,5428;1,9677;1,961;0,6891;0,0323;1,4978;0,08648;0,13878;micro
01-04-2016;peru;14,2621;3,306;0,5402;1,9715;1,951;0,6987;0,0331;1,886;0,0807;0,1331;micro
01-05-2016;peru;14,4629;3,292;0,5388;1,9773;1,941;0,7288;0,0334;1,2312;0,07637;0,12917;micro
01-06-2016;peru;14,4987;3,274;0,5362;1,9812;1,93;0,7166;0,0319;1,2616;0,0751;0,1285;micro
01-07-2016;peru;14,8463;3,246;0,5344;1,9819;1,924;0,7241;0,0338;1,2369;0,06856;0,12226;micro
01-08-2016;peru;14,9946;3,239;0,5326;1,981;1,921;0,7327;0,0328;1,1243;0,06439;0,11919;micro
01-09-2016;peru;14,9286;3,263;0,5335;1,9764;1,932;0,7352;0,0301;1,3454;0,05933;0,11463;micro
01-10-2016;peru;14,9322;3,24;0,5326;1,9785;1,924;0,738;0,0301;1,224;0,05836;0,11346;micro
01-11-2016;peru;14,8967;3,263;0,5337;1,9765;1,932;0,7396;0,0301;0,999;0,05772;0,11322;micro
01-12-2016;peru;14,7595;3,251;0,5375;1,9722;1,938;0,7388;0,0301;1,074;0,05012;0,11172;micro
01-01-2017;peru;14,8923;3,258;0,5345;1,9745;1,933;0,7186;0,0301;1,0853;0,05443;0,11113;micro
01-02-2017;peru;14,9045;3,277;0,5323;1,9746;1,935;0,7231;0,0322;1,0243;0,04971;0,11021;micro
01-03-2017;peru;15,5129;3,202;0,5234;1,9832;1,906;0,7272;0,0354;1,0611;0,05524;0,11224;micro
01-04-2017;peru;15,5842;3,234;0,5214;1,985;1,909;0,7327;0,0354;1,2205;0,06203;0,11603;micro
01-05-2017;peru;15,5477;3,221;0,5212;1,9866;1,904;0,7373;0,035;1,0511;0,05689;0,11749;micro
01-06-2017;peru;15,4292;3,188;0,5207;1,9895;1,893;0,7348;0,0344;1,1079;0,06193;0,11483;micro
01-07-2017;peru;15,6175;3,223;0,519;1,9841;1,907;0,7374;0,0353;1,1468;0,05159;0,11079;micro
01-08-2017;peru;15,6363;3,187;0,5178;1,9883;1,895;0,7387;0,0343;0,985;0,05503;0,11193;micro
01-09-2017;peru;15,4747;3,165;0,5244;1,9838;1,899;0,736;0,0301;0,9986;0,0411;0,1067;micro
01-05-2012;chile;12,7472;2,008;0,4009;2,2597;1,315;0,4735;0,0657;2,0728;0,133;0,1815;micro
01-06-2012;chile;12,9094;2,006;0,401;2,2592;1,315;0,4765;0,0661;2,0586;0,1334;0,1825;micro
01-07-2012;chile;13,0519;2,043;0,4038;2,2576;1,32;0,4805;0,0666;2,0601;0,1314;0,1808;micro
01-08-2012;chile;12,8967;2,012;0,4001;2,2625;1,31;0,4834;0,0627;2,0854;0,1332;0,1816;micro
01-09-2012;chile;12,9847;1,996;0,3979;2,2645;1,305;0,4827;0,0593;2,0696;0,1319;0,1808;micro
01-10-2012;chile;12,9924;1,978;0,3954;2,2674;1,3;0,4774;0,0693;2,0316;0,1297;0,1792;micro
01-11-2012;chile;12,9615;1,98;0,3945;2,2665;1,299;0,4741;0,0663;2,0224;0,1344;0,1844;micro
01-12-2012;chile;13,1064;1,971;0,3925;2,275;1,29;0,4779;0,0726;1,998;0,1348;0,1826;micro
01-01-2013;chile;13,1038;1,965;0,3941;2,266;1,297;0,5202;0,0746;2,0324;0,1319;0,1774;micro
01-02-2013;chile;13,2994;1,954;0,3921;2,2673;1,294;0,5107;0,0766;2,0396;0,1278;0,1786;micro
01-03-2013;chile;13,4229;1,962;0,3931;2,2695;1,293;0,5059;0,0793;2,0561;0,1281;0,1788;micro
01-04-2013;chile;13,1099;1,962;0,3928;2,272;1,29;0,5032;0,0866;2,1196;0,1254;0,1757;micro
01-05-2013;chile;12,9601;1,949;0,3909;2,2765;1,284;0,5122;0,0785;2,1217;0,124;0,1745;micro
01-06-2013;chile;12,9019;1,971;0,3917;2,2789;1,283;0,5159;0,0741;2,0341;0,1223;0,1726;micro
01-07-2013;chile;12,8204;1,968;0,391;2,2798;1,282;0,5323;0,0665;2,0704;0,1197;0,1705;micro
01-08-2013;chile;12,6458;1,968;0,3942;2,2788;1,287;0,5051;0,0609;2,1019;0,1222;0,1726;micro
01-09-2013;chile;12,9072;1,982;0,3978;2,2781;1,293;0,5041;0,0612;2,1388;0,1205;0,1711;micro
01-10-2013;chile;12,9875;1,985;0,3947;2,2824;1,284;0,5012;0,0626;2,1686;0,1212;0,1705;micro
01-11-2013;chile;12,7486;1,972;0,3948;2,2822;1,285;0,5029;0,065;2,1692;0,1224;0,1692;micro
01-12-2013;chile;13,0782;1,986;0,3972;2,2836;1,288;0,5026;0,0665;2,1721;0,1227;0,168;micro
01-01-2014;chile;12,8478;1,986;0,3962;2,2878;1,283;0,4968;0,0622;2,1951;0,1216;0,1666;micro
01-02-2014;chile;12,9235;1,988;0,3959;2,2879;1,282;0,5036;0,0696;2,1915;0,1269;0,1711;micro
01-03-2014;chile;12,9578;1,995;0,3945;2,2931;1,276;0,4995;0,0644;2,2327;0,1257;0,167;micro
01-04-2014;chile;12,9236;1,992;0,3929;2,2966;1,269;0,497;0,0651;2,256;0,1181;0,1582;micro
01-05-2014;chile;13,0891;1,996;0,3924;2,297;1,267;0,4941;0,0573;2,2743;0,1156;0,1557;micro
01-06-2014;chile;13,235;1,99;0,3906;2,3002;1,263;0,4979;0,0601;2,2838;0,1145;0,1546;micro
01-07-2014;chile;13,0943;2,009;0,3924;2,2983;1,268;0,506;0,0603;2,2619;0,114;0,1529;micro
01-08-2014;chile;12,9977;1,986;0,3909;2,3009;1,264;0,5093;0,06;2,3357;0,1138;0,1502;micro
01-09-2014;chile;12,9713;1,981;0,3888;2,3029;1,26;0,512;0,0599;2,3284;0,1157;0,1493;micro
01-10-2014;chile;13,1376;1,985;0,3889;2,3007;1,263;0,5095;0,0573;2,3496;0,1111;0,1428;micro
01-11-2014;chile;12,9517;1,992;0,3897;2,3011;1,263;0,506;0,0583;2,3521;0,106;0,1362;micro
01-12-2014;chile;13,1582;1,97;0,3855;2,3079;1,251;0,5078;0,0585;2,3591;0,1068;0,137;micro
01-01-2015;chile;12,9395;1,972;0,3849;2,3083;1,25;0,7132;0,0588;2,3931;0,1171;0,1473;micro
01-02-2015;chile;13,0867;1,992;0,3864;2,3061;1,254;0,6555;0,0571;2,3971;0,1222;0,1524;micro
01-03-2015;chile;12,9899;2,009;0,388;2,3027;1,259;0,6069;0,0575;2,3047;0,1224;0,1526;micro
01-04-2015;chile;13,0546;2,025;0,3891;2,2982;1,265;0,5779;0,0578;2,3042;0,1192;0,1494;micro
01-05-2015;chile;13,0603;2,022;0,3905;2,2899;1,269;0,5639;0,056;2,2921;0,1177;0,1478;micro
01-06-2015;chile;12,8465;2,015;0,3911;2,2894;1,27;0,5605;0,0564;2,3201;0,1182;0,1483;micro
01-07-2015;chile;12,5161;2,02;0,3954;2,277;1,284;0,5572;0,05;2,3183;0,1184;0,1485;micro
01-08-2015;chile;12,4268;2,031;0,3974;2,2684;1,29;0,553;0,0489;2,3338;0,1217;0,1519;micro
01-09-2015;chile;12,3828;2,018;0,3946;2,2713;1,284;0,545;0,0534;2,3492;0,1208;0,151;micro
01-10-2015;chile;12,3939;2;0,3929;2,2721;1,281;0,5385;0,0578;2,3548;0,1153;0,1468;micro
01-11-2015;chile;12,4358;1,975;0,3892;2,2754;1,273;0,5366;0,0588;2,3575;0,1093;0,142;micro
01-12-2015;chile;12,4261;1,965;0,3877;2,2759;1,27;0,5395;0,0587;2,4001;0,1082;0,1419;micro
01-01-2016;chile;12,2375;1,974;0,3873;2,2758;1,27;0,5773;0,0579;2,4048;0,1095;0,1448;micro
01-02-2016;chile;12,3658;1,974;0,3872;2,2744;1,272;0,5467;0,0593;2,4271;0,1207;0,1559;micro
01-03-2016;chile;12,7795;1,979;0,3873;2,2726;1,275;0,5353;0,0596;2,4426;0,1209;0,1562;micro
01-04-2016;chile;11,3424;1,982;0,3886;2,1882;1,348;0,5317;0,063;2,4788;0,119;0,1543;micro
01-05-2016;chile;11,4839;1,994;0,3884;2,1903;1,346;0,5287;0,0609;2,476;0,1192;0,1544;micro
01-06-2016;chile;11,5585;1,99;0,3875;2,1884;1,347;0,5267;0,0533;2,468;0,1171;0,1524;micro
01-07-2016;chile;11,7841;1,987;0,3871;2,1899;1,345;0,5267;0,0543;2,4668;0,1178;0,1532;micro
01-08-2016;chile;11,6978;1,988;0,3868;2,1912;1,343;0,5263;0,0493;2,4888;0,1201;0,1556;micro
01-09-2016;chile;11,8743;1,998;0,388;2,19;1,346;0,5302;0,0514;2,4415;0,1191;0,1545;micro
01-10-2016;chile;11,9181;2;0,387;2,1899;1,345;0,5323;0,0529;2,4271;0,1161;0,1514;micro
01-11-2016;chile;11,8208;1,993;0,387;2,1937;1,34;0,5349;0,0543;2,4335;0,1148;0,15;micro
01-12-2016;chile;11,9249;1,989;0,3867;2,1942;1,339;0,5362;0,0531;2,4537;0,1139;0,1491;micro
01-01-2017;chile;11,811;1,981;0,3854;2,1939;1,335;0,6048;0,0524;2,4401;0,1148;0,1491;micro
01-02-2017;chile;11,859;1,98;0,3849;2,1954;1,334;0,5668;0,0534;2,4519;0,1213;0,1536;micro
01-03-2017;chile;11,8242;1,982;0,3844;2,1978;1,33;0,5537;0,0528;2,4473;0,1174;0,1492;micro
01-04-2017;chile;11,7776;1,967;0,3817;2,1993;1,326;0,5353;0,0533;2,4465;0,1171;0,1462;micro
01-05-2017;chile;11,7578;1,958;0,3822;2,1816;1,336;0,5379;0,0535;2,4984;0,1179;0,1449;micro
01-06-2017;chile;11,8442;1,952;0,3815;2,1816;1,336;0,5465;0,0497;2,4793;0,1191;0,1446;micro
01-07-2017;chile;11,9103;1,958;0,3809;2,1827;1,335;0,5611;0,0466;2,4943;0,1207;0,1462;micro
01-08-2017;chile;11,9061;1,954;0,3799;2,1838;1,333;0,5636;0,0443;2,4762;0,1214;0,1469;micro
01-09-2017;chile;11,9894;1,97;0,3797;2,1844;1,332;0,568;0,0488;2,4612;0,1197;0,1452;micro
01-05-2012;colombia;26,6286;2,6533;0,40532;2,24239;1,4321;0,61369;0,02;1,8;0,04;0,09;mediana
01-06-2012;colombia;25,9401;2,5323;0,39491;2,24034;1,4088;0,60937;0,02;2,4;0,04;0,09;mediana
01-07-2012;colombia;27,2383;2,6412;0,42059;2,21579;1,4709;0,60889;0,02;2,8;0,04;0,09;mediana
01-08-2012;colombia;28,10925;2,469;0,42149;2,27031;1,3736;0,60974;0,02;2,8;0,04;0,09;mediana
01-09-2012;colombia;28,82145;2,8929;0,42608;2,20878;1,5104;0,60737;0,02;3,4;0,04;0,09;mediana
01-10-2012;colombia;28,91203;2,7714;0,41173;2,2514;1,4343;0,60664;0,02;3,4;0,04;0,09;mediana
01-11-2012;colombia;28,55547;2,7258;0,39552;2,25676;1,4299;0,60474;0,02;4,2;0,04;0,09;mediana
01-12-2012;colombia;27,88286;2,8968;0,41172;2,21978;1,5154;0,60572;0,02;4,2;0,05;0,09;mediana
01-01-2013;colombia;29,85028;2,9184;0,43048;2,23711;1,4981;0,6113;0,02;0,6;0,04;0,08;mediana
01-02-2013;colombia;30,21116;2,7907;0,40433;2,23986;1,4644;0,61528;0,02;1,2;0,04;0,08;mediana
01-03-2013;colombia;30,05647;2,9145;0,41811;2,24601;1,4657;0,61508;0,02;1,8;0,04;0,08;mediana
01-04-2013;colombia;29,88618;3,0533;0,43939;2,17142;1,6104;0,61792;0,02;2,1;0,04;0,07;mediana
01-05-2013;colombia;29,61775;2,8931;0,41201;2,24318;1,4806;0,62164;0,02;1,9;0,04;0,07;mediana
01-06-2013;colombia;16,49069;3,0747;0,44519;2,21544;1,5536;0,6254;0,02;2,7;0,04;0,07;mediana
01-07-2013;colombia;16,83059;2,9987;0,4414;2,2331;1,5191;0,6285;0,02;2,8;0,04;0,07;mediana
01-08-2013;colombia;15,36976;2,9385;0,42722;2,21405;1,5429;0,62918;0,02;3,9;0,04;0,07;mediana
01-09-2013;colombia;15,6053;2,7576;0,42457;2,25098;1,4651;0,6327;0,02;4,2;0,04;0,07;mediana
01-10-2013;colombia;14,41912;2,6574;0,40761;2,29182;1,3753;0,63522;0,02;3,6;0,04;0,07;mediana
01-11-2013;colombia;14,49495;2,6598;0,40142;2,29608;1,3781;0,6392;0,02;5;0,04;0,07;mediana
01-12-2013;colombia;14,50207;2,7937;0,42516;2,27552;1,433;0,64114;0,02;4,2;0,04;0,07;mediana
01-01-2014;colombia;9,20692;2,735;0,41785;2,2874;1,4093;0,65596;0,02;0,6;0,04;0,07;mediana
01-02-2014;colombia;9,37223;2,5912;0,392;2,30215;1,3535;0,65723;0,02;1,1;0,04;0,07;mediana
01-03-2014;colombia;10,89461;2,7705;0,41753;2,2405;1,4827;0,65164;0,02;1,5;0,04;0,07;mediana
01-04-2014;colombia;10,73491;2,683;0,40221;2,28627;1,3945;0,6519;0,02;1,6;0,04;0,07;mediana
01-05-2014;colombia;10,62905;2,8298;0,43436;2,25097;1,4664;0,65334;0,02;2,2;0,04;0,07;mediana
01-06-2014;colombia;10,13414;2,631;0,4078;2,26898;1,4145;0,65096;0,02;2,6;0,03;0,07;mediana
01-07-2014;colombia;10,09087;2,7097;0,42158;2,29054;1,408;0,65171;0,02;2,7;0,03;0,07;mediana
01-08-2014;colombia;10,00133;2,8197;0,41672;2,27778;1,4388;0,64973;0,02;3,8;0,03;0,07;mediana
01-09-2014;colombia;9,9838;2,6747;0,40691;2,29595;1,3812;0,65215;0,02;4,1;0,03;0,07;mediana
01-10-2014;colombia;9,72723;2,5622;0,4071;2,31212;1,3371;0,65055;0,02;3,3;0,04;0,08;mediana
01-11-2014;colombia;18,23247;3,1699;0,46742;2,20181;1,6211;0,65027;0,02;4,4;0,03;0,08;mediana
01-12-2014;colombia;17,89902;3,0324;0,44827;2,21968;1,5598;0,64325;0,02;3,7;0,03;0,08;mediana
